Course CRN Meeting Time,Day,Time,Building,Room,Comments
COMM 311 - 39670 - 8:00 AM (TR),Thu May 4,8:00 - 10:00 am,2BSB,285,
COMM 316 - 30041 - 2:00 PM (TR),Wed May 3,3:30 - 5:30 pm,,,
COMM 330 - 22445 - 2:00 PM (TR),Wed May 3,3:30 - 5:30 pm,2TH,204,
COMM 394 - 38706 - 11:00 AM (TR),Mon May 1,10:30 - 12:30 pm,2BSB,1169,
COMM 416 - 31762 - 9:30 AM (TR),Wed May 3,10:30 - 12:30 pm,2BSB,285,
COMM 416 - 31761 - 9:30 AM (TR),Wed May 3,10:30 - 12:30 pm,2BSB,285,
COMM 423 - 30328 - 12:30 PM (TR),Fri May 5,8:00 - 10:00 am,2BSB,285,
COMM 423 - 28728 - 12:30 PM (TR),Fri May 5,8:00 - 10:00 am,2BSB,285,
COMM 430 - 30338 - 11:00 AM (TR),Mon May 1,10:30 - 12:30 pm,,,
COMM 430 - 30044 - 11:00 AM (TR),Mon May 1,10:30 - 12:30 pm,,,
COMM 458 - 38332 - 9:30 AM (TR),Wed May 3,10:30 - 12:30 pm,2BSB,1169,
COMM 458 - 38333 - 9:30 AM (TR),Wed May 3,10:30 - 12:30 pm,2BSB,1169,
COMM 474 - 14978 - 5:00 PM (T),Thu May 4,3:30 - 5:30 pm,2BSB,285,
COMM 490 - 20304 - 2:00 PM (T),Wed May 3,3:30 - 5:30 pm,,,
COMM 491 - 20305 - 2:00 PM (R),Wed May 3,3:30 - 5:30 pm,2BSB,1169,
COMM 494 - 25449 - 11:00 AM (TR),Mon May 1,10:30 - 12:30 pm,,,
COMM 494 - 25450 - 11:00 AM (TR),Mon May 1,10:30 - 12:30 pm,,,
COMM 501 - 14981 - 2:00 PM (W),Wed May 3,1:00 - 3:00 pm,,,
COMM 580 - 30043 - 5:00 PM (R),Thu May 4,3:30 - 5:30 pm,,,
COMM 594 - 32443 - 5:00 PM (T),Thu May 4,3:30 - 5:30 pm,,,
COMM 594 - 36430 - 2:00 PM (M),Wed May 3,1:00 - 3:00 pm,2BSB,1169,
CS 100 - 17397 - 3:00 PM (MWF),Mon May 1,8:00 - 10:00 am,2BH,305,
CS 107 - 17412 - 3:30 PM (TR),Fri May 5,1:00 - 3:00 pm,2LCF,F001,
CS 109 - 19466 - 4:00 PM (MW),Tue May 2,3:30 - 5:30 pm,2LCA,"A001, 2LCB B101, 2LCD D001",
CS 110 - 40117 - 4:00 PM (MW),Tue May 2,3:30 - 5:30 pm,2LCA,A001,
CS 111 - 34013 - 11:00 AM (TR),Mon May 1,10:30 - 12:30 pm,2LCF,F004,
CS 141 - 34447 - 4:00 PM (MW),Tue May 2,3:30 - 5:30 pm,2SES,250,
CS 151 - 34014 - 2:00 PM (MWF),Wed May 3,1:00 - 3:00 pm,2LCA,A001,
CS 201 - 17418 - 12:30 PM (TR),Fri May 5,8:00 - 10:00 am,2SH,303,
CS 211 - 34456 - 10:00 AM (F),Fri May 5,10:30 - 12:30 pm,2LCB,B101,
CS 251 - 34460 - 11:00 AM (MWF),Thu May 4,10:30 - 12:30 pm,2LCD,D004,
CS 261 - 34463 - 3:30 PM (TR),Fri May 5,1:00 - 3:00 pm,2BSB,250,
CS 301 - 17422 - 4:00 PM (MW),Tue May 2,3:30 - 5:30 pm,2LCD,D002,
CS 341 - 34723 - 3:00 PM (MWF),Mon May 1,8:00 - 10:00 am,2LCA,A001,
CS 361 - 36306 - 2:00 PM (TR),Wed May 3,3:30 - 5:30 pm,2LCF,F001,
CS 362 - 36309 - 11:00 AM (TR),Mon May 1,10:30 - 12:30 pm,2LCC,C004,
CS 385 - 17428 - 3:30 PM (TR),Fri May 5,1:00 - 3:00 pm,2LCF,F006,
CS 401 - 17454 - 11:00 AM (MWF),Thu May 4,10:30 - 12:30 pm,2BH,317,
CS 401 - 20667 - 12:30 PM (TR),Fri May 5,8:00 - 10:00 am,2SES,230,
CS 401 - 20665 - 11:00 AM (MWF),Thu May 4,10:30 - 12:30 pm,2BH,317,
CS 401 - 17455 - 12:30 PM (TR),Fri May 5,8:00 - 10:00 am,2SES,230,
CS 411 - 38550 - 9:00 AM (MWF),Tue May 2,10:30 - 12:30 pm,2BH,317,
CS 411 - 38549 - 9:00 AM (MWF),Tue May 2,10:30 - 12:30 pm,2BH,317,
CS 412 - 38114 - 2:00 PM (TR),Wed May 3,3:30 - 5:30 pm,2BH,208,
CS 412 - 38115 - 2:00 PM (TR),Wed May 3,3:30 - 5:30 pm,2BH,208,
CS 421 - 28653 - 6:00 PM (W),Wed May 3,6:00 - 8:00 pm,2BH,208,
CS 421 - 28654 - 6:00 PM (W),Wed May 3,6:00 - 8:00 pm,2BH,208,
CS 422 - 19650 - 2:00 PM (TR),Wed May 3,3:30 - 5:30 pm,2ERF,2068 ,
CS 422 - 20669 - 2:00 PM (TR),Wed May 3,3:30 - 5:30 pm,2ERF,2068 ,
CS 440 - 29904 - 12:00 PM (MWF),Tue May 2,8:00 - 10:00 am,2LCF,F001,
CS 440 - 29905 - 12:00 PM (MWF),Tue May 2,8:00 - 10:00 am,2LCF,F001,
CS 442 - 33786 - 10:00 AM (MWF),Fri May 5,10:30 - 12:30 pm,2LCF,F004,
CS 442 - 33785 - 10:00 AM (MWF),Fri May 5,10:30 - 12:30 pm,2LCF,F004,
CS 450 - 17432 - 3:00 PM (MWF),Mon May 1,8:00 - 10:00 am,2BH,209,
CS 450 - 19163 - 3:00 PM (MWF),Mon May 1,8:00 - 10:00 am,2BH,209,
CS 466 - 26695 - 9:30 AM (TR),Wed May 3,10:30 - 12:30 pm,2LCC,C003,
CS 466 - 26694 - 9:30 AM (TR),Wed May 3,10:30 - 12:30 pm,2LCC,C003,
CS 469 - 19165 - 2:00 PM (TR),Wed May 3,3:30 - 5:30 pm,2LCC,C001,
CS 469 - 17434 - 2:00 PM (TR),Wed May 3,3:30 - 5:30 pm,2LCC,C001,
CS 473 - 39849 - 12:30 PM (TR),Fri May 5,8:00 - 10:00 am,2SES,238,
CS 473 - 39850 - 12:30 PM (TR),Fri May 5,8:00 - 10:00 am,2SES,238,
CS 474 - 38617 - 2:00 PM (TR),Wed May 3,3:30 - 5:30 pm,2BSB,145,
CS 474 - 38616 - 2:00 PM (TR),Wed May 3,3:30 - 5:30 pm,2BSB,145,
CS 478 - 37634 - 3:30 PM (TR),Fri May 5,1:00 - 3:00 pm,2BSB,145,
CS 478 - 37633 - 3:30 PM (TR),Fri May 5,1:00 - 3:00 pm,2BSB,145,
CS 480 - 17438 - 3:30 PM (TR),Fri May 5,1:00 - 3:00 pm,2LCF,F004,
CS 480 - 19171 - 3:30 PM (TR),Fri May 5,1:00 - 3:00 pm,2LCF,F004,
CS 489 - 38327 - 11:00 AM (TR),Mon May 1,10:30 - 12:30 pm,2ERF,2068 ,
CS 489 - 38328 - 11:00 AM (TR),Mon May 1,10:30 - 12:30 pm,2ERF,2068 ,
CS 493 - 40119 - 3:30 PM (TR),Fri May 5,1:00 - 3:00 pm,2LCF,F006,
CS 493 - 40120 - 3:30 PM (TR),Fri May 5,1:00 - 3:00 pm,2LCF,F006,
CS 501 - 33788 - 11:00 AM (MWF),Thu May 4,10:30 - 12:30 pm,2TH,216,
CS 502 - 23104 - 2:00 PM (TR),Wed May 3,3:30 - 5:30 pm,2TH,117,
CS 511 - 17442 - 11:00 AM (MWF),Thu May 4,10:30 - 12:30 pm,2SES,170,
CS 514 - 38618 - 10:00 AM (MWF),Fri May 5,10:30 - 12:30 pm,2SES,170,
CS 522 - 39385 - 12:30 PM (TR),Fri May 5,8:00 - 10:00 am,2ERF,2068 ,
CS 553 - 31243 - 2:00 PM (TR),Wed May 3,3:30 - 5:30 pm,2LH,210,
CS 569 - 27021 - 11:00 AM (TR),Mon May 1,10:30 - 12:30 pm,2LH,312,
CS 581 - 28655 - 2:00 PM (MW),Wed May 3,1:00 - 3:00 pm,2SES,170,
CS 583 - ALL,Wed May 3,6:00 - 8:00 pm,2SES,130,Combined Section Final
CS 588 - 38552 - 3:00 PM (MW),Mon May 1,8:00 - 10:00 am,2SES,138,
CS 590 - 34836 - 3:30 PM (M),Mon May 1,8:00 - 10:00 am,2SES,170,
CS 594 - 33792 - 3:30 PM (TR),Fri May 5,1:00 - 3:00 pm,2SH,220,
CST 120 - 39879 - 9:30 AM (TR),Wed May 3,10:30 - 12:30 pm,2BSB,335,
DES 236 - 37168 - 11:00 AM (TR),Mon May 1,10:30 - 12:30 pm,2LCD,D002,
DHD 101 - 38285 - 2:00 PM (MW),Wed May 3,1:00 - 3:00 pm,2LCD,D001,
DHD 408 - ALL,Mon May 1,8:00 - 10:00 am,LH,215,
DHD 494 - 33813 - 3:00 PM (M),Mon May 1,8:00 - 10:00 am,2BSB,311,
DHD 502 - 28680 - 11:00 AM (T),Mon May 1,10:30 - 12:30 pm,2DHSP,204,
DHD 506 - 34270 - 4:00 PM (R),Thu May 4,1:00 - 3:00 pm,2DHSP,448,
DHD 528 - 36226 - 3:45 PM (M),Mon May 1,8:00 - 10:00 am,,,
DHD 535 - 16534 - 5:00 PM (M),Fri May 5,3:30 - 5:30 pm,2DHSP,204,
DHD 546 - 23878 - 11:00 AM (R),Mon May 1,10:30 - 12:30 pm,,,
DHD 554 - 16531 - 5:00 PM (T),Thu May 4,3:30 - 5:30 pm,,,
DHD 592 - 28851 - 2:00 PM (M),Wed May 3,1:00 - 3:00 pm,,,
DHD 594 - 39817 - 11:00 AM (M),Thu May 4,10:30 - 12:30 pm,,,
EAES 101 - 31216 - 10:00 AM (MWF),Fri May 5,10:30 - 12:30 pm,2LCE,E101,
EAES 111 - 31340 - 11:00 AM (MWF),Thu May 4,10:30 - 12:30 pm,2LCB,B101 ,
EAES 285 - 31341 - 10:00 AM (T),Mon May 1,3:30 - 5:30 pm,2SEL,1280,
EAES 320 - 31343 - 1:00 PM (MW),Mon May 1,1:00 - 3:00 pm,2SEL,1280,
EAES 484 - 36815 - 12:00 PM (TR),Fri May 5,8:00 - 10:00 am,2SEL,1280,
ECE 115 - 23491 - 12:00 PM (MWF),Tue May 2,8:00 - 10:00 am,2LCC,C004,
ECE 210 - 18100 - 11:00 AM (TR),Mon May 1,10:30 - 12:30 pm,2LCB,B101,
ECE 225 - 18111 - 12:00 PM (MWF),Tue May 2,8:00 - 10:00 am,2SES,230,
ECE 265 - 18117 - 10:00 AM (MWF),Fri May 5,10:30 - 12:30 pm,2SES,230,
ECE 267 - 18118 - 2:00 PM (MWF),Wed May 3,1:00 - 3:00 pm,2SES,130,
ECE 310 - 18120 - 3:00 PM (MWF),Mon May 1,8:00 - 10:00 am,2LCD,D002,
ECE 311 - 18125 - 9:00 AM (MWF),Tue May 2,10:30 - 12:30 pm,2SES,138,
ECE 317 - 18129 - 3:00 PM (MWF),Mon May 1,8:00 - 10:00 am,2BH,208,
ECE 322 - 18133 - 12:00 PM (MWF),Tue May 2,8:00 - 10:00 am,2BSB,140,
ECE 340 - 18143 - 1:00 PM (MWF),Mon May 1,1:00 - 3:00 pm,2BSB,140,
ECE 341 - 18144 - 2:00 PM (MWF),Wed May 3,1:00 - 3:00 pm,2SES,230,
ECE 342 - 18150 - 1:00 PM (MWF),Mon May 1,1:00 - 3:00 pm,2SES,138,
ECE 346 - 18153 - 10:00 AM (MWF),Fri May 5,10:30 - 12:30 pm,2LCD,D004,
ECE 347 - 18154 - 2:00 PM (MWF),Wed May 3,1:00 - 3:00 pm,2LH,210,
ECE 350 - 18158 - 4:00 PM (MWF),Tue May 2,3:30 - 5:30 pm,2LCC,C001,
ECE 366 - 18159 - 3:00 PM (MWF),Mon May 1,8:00 - 10:00 am,2BH,309,
ECE 367 - 18165 - 10:00 AM (MWF),Fri May 5,10:30 - 12:30 pm,2SES,238,
ECE 396 - 18169 - 11:00 AM (MW),Thu May 4,10:30 - 12:30 pm,2BH,309,
ECE 396 - 30715 - 9:00 AM (MW),Tue May 2,10:30 - 12:30 pm,2SH,216,
ECE 397 - 29192 - 2:00 PM (W),Wed May 3,1:00 - 3:00 pm,,,
ECE 407 - 38343 - 3:30 PM (TR),Fri May 5,1:00 - 3:00 pm,2LCC,C001,
ECE 407 - 18299 - 3:30 PM (TR),Fri May 5,1:00 - 3:00 pm,2LCC,C001,
ECE 407 - 19097 - 3:30 PM (TR),Fri May 5,1:00 - 3:00 pm,2LCC,C001,
ECE 412 - 18232 - 9:00 AM (MWF),Tue May 2,10:30 - 12:30 pm,2SES,230,
ECE 412 - 19188 - 9:00 AM (MWF),Tue May 2,10:30 - 12:30 pm,2SES,230,
ECE 418 - 38344 - 10:00 AM (MWF),Fri May 5,10:30 - 12:30 pm,2LCC,C003,
ECE 418 - 27922 - 10:00 AM (MWF),Fri May 5,10:30 - 12:30 pm,2LCC,C003,
ECE 418 - 27923 - 10:00 AM (MWF),Fri May 5,10:30 - 12:30 pm,2LCC,C003,
ECE 423 - 19196 - 3:30 PM (TR),Fri May 5,1:00 - 3:00 pm,2ETMSW,2235,
ECE 423 - 18242 - 3:30 PM (TR),Fri May 5,1:00 - 3:00 pm,2ETMSW,2235,
ECE 436 - 38345 - 11:00 AM (TR),Mon May 1,10:30 - 12:30 pm,2LCC,C001,
ECE 436 - 18251 - 11:00 AM (TR),Mon May 1,10:30 - 12:30 pm,2LCC,C001,
ECE 436 - 19205 - 11:00 AM (TR),Mon May 1,10:30 - 12:30 pm,2LCC,C001,
ECE 437 - 39487 - 3:00 PM (MWF),Mon May 1,8:00 - 10:00 am,2SES,238,
ECE 437 - 39486 - 3:00 PM (MWF),Mon May 1,8:00 - 10:00 am,2SES,238,
ECE 442 - 18253 - 3:00 PM (MWF),Mon May 1,8:00 - 10:00 am,2LH,104,
ECE 442 - 22782 - 3:00 PM (MWF),Mon May 1,8:00 - 10:00 am,2LH,104,
ECE 448 - 26469 - 11:00 AM (TR),Mon May 1,10:30 - 12:30 pm,2LCA,A004,
ECE 448 - 26467 - 11:00 AM (TR),Mon May 1,10:30 - 12:30 pm,2LCA,A004,
ECE 449 - 18257 - 9:30 AM (TR),Wed May 3,10:30 - 12:30 pm,2BSB,219,
ECE 449 - 22783 - 9:30 AM (TR),Wed May 3,10:30 - 12:30 pm,2BSB,219,
ECE 452 - 27925 - 9:30 AM (TR),Wed May 3,10:30 - 12:30 pm,2SES,138,
ECE 452 - 27924 - 9:30 AM (TR),Wed May 3,10:30 - 12:30 pm,2SES,138,
ECE 465 - 38346 - 3:30 PM (TR),Fri May 5,1:00 - 3:00 pm,2LH,210,
ECE 465 - 18260 - 3:30 PM (TR),Fri May 5,1:00 - 3:00 pm,2LH,210,
ECE 465 - 19212 - 3:30 PM (TR),Fri May 5,1:00 - 3:00 pm,2LH,210,
ECE 466 - 24976 - 9:30 AM (TR),Wed May 3,10:30 - 12:30 pm,2LCC,C003,
ECE 466 - 24975 - 9:30 AM (TR),Wed May 3,10:30 - 12:30 pm,2LCC,C003,
ECE 468 - 18262 - 3:30 PM (TR),Fri May 5,1:00 - 3:00 pm,2LCA,A005,
ECE 468 - 22784 - 3:30 PM (TR),Fri May 5,1:00 - 3:00 pm,2LCA,A005,
ECE 469 - 19213 - 2:00 PM (TR),Wed May 3,3:30 - 5:30 pm,2LCC,C001,
ECE 469 - 18263 - 2:00 PM (TR),Wed May 3,3:30 - 5:30 pm,2LCC,C001,
ECE 491 - 38347 - 5:00 PM (T),Thu May 4,3:30 - 5:30 pm,2LH,101,
ECE 493 - 29193 - 5:00 PM (W),Fri May 5,3:30 - 5:30 pm,,,
ECE 517 - 38295 - 5:30 PM (MW),Fri May 5,3:30 - 5:30 pm,2LCC,C001,
ECE 520 - 30051 - 11:00 AM (TR),Mon May 1,10:30 - 12:30 pm,2LH,107,
ECE 530 - 18278 - 5:00 PM (MW),Fri May 5,3:30 - 5:30 pm,2BH,B6,
ECE 531 - 21480 - 2:00 PM (TR),Wed May 3,3:30 - 5:30 pm,2LCA,A007,
ECE 541 - 20209 - 4:00 PM (MW),Tue May 2,3:30 - 5:30 pm,2BH,208,
ECE 542 - 26476 - 2:00 PM (TR),Wed May 3,3:30 - 5:30 pm,2GH,204,
ECE 550 - 27928 - 3:30 PM (TR),Fri May 5,1:00 - 3:00 pm,2LCC,C004,
ECE 567 - 18292 - 5:00 PM (TR),Thu May 4,3:30 - 5:30 pm,2LCA,A002,
ECE 568 - 21535 - 6:00 PM (W),Wed May 3,6:00 - 8:00 pm,2LH,312,
ECE 595 - 27061 - 11:00 AM (F),Thu May 4,10:30 - 12:30 pm,,,
ECON 111 - 36631 - 12:00 PM (MWF),Tue May 2,8:00 - 10:00 am,2LCC,C001,
ECON 120 - 16781 - 1:00 PM (MWF),Mon May 1,1:00 - 3:00 pm,2BSB,145,
ECON 120 - 36916 - 1:00 PM (MWF),Mon May 1,1:00 - 3:00 pm,2SES,250,
ECON 120 - 36912 - 10:00 AM (MWF),Fri May 5,10:30 - 12:30 pm,2BSB,145,
ECON 121 - 16787 - 12:30 PM (TR),Fri May 5,8:00 - 10:00 am,2BSB,250,
ECON 121 - 36926 - 9:00 AM (MWF),Tue May 2,10:30 - 12:30 pm,2LCA,A001,
ECON 121 - 24454 - 9:30 AM (TR),Wed May 3,10:30 - 12:30 pm,2LCB,B101,
ECON 213 - 35203 - 9:00 AM (MWF),Tue May 2,10:30 - 12:30 pm,2SH,303,
ECON 215 - 35204 - 12:00 PM (MWF),Tue May 2,8:00 - 10:00 am,2BH,308,
ECON 216 - 38516 - 3:30 PM (TR),Fri May 5,1:00 - 3:00 pm,2BSB,140,
ECON 220 - 35161 - 3:30 PM (TR),Fri May 5,1:00 - 3:00 pm,2BH,308,
ECON 220 - 35160 - 2:00 PM (MWF),Wed May 3,1:00 - 3:00 pm,2BH,308,
ECON 221 - 26153 - 10:00 AM (MWF),Fri May 5,10:30 - 12:30 pm,2BH,308,
ECON 221 - 16813 - 12:30 PM (TR),Fri May 5,8:00 - 10:00 am,2BH,308,
ECON 270 - 16815 - 12:30 PM (TR),Fri May 5,8:00 - 10:00 am,2BH,309,
ECON 300 - 35163 - 3:30 PM (TR),Fri May 5,1:00 - 3:00 pm,2BH,309,
ECON 300 - 35162 - 9:00 AM (MWF),Tue May 2,10:30 - 12:30 pm,2BH,305,
ECON 311 - 36668 - 8:00 AM (TR),Thu May 4,8:00 - 10:00 am,2LCC,C004,
ECON 323 - 36637 - 9:30 AM (TR),Wed May 3,10:30 - 12:30 pm,2BSB,331,
ECON 326 - 36638 - 11:00 AM (TR),Mon May 1,10:30 - 12:30 pm,2LH,120,
ECON 328 - 32917 - 9:30 AM (TR),Wed May 3,10:30 - 12:30 pm,2BH,B6,
ECON 332 - 37795 - 2:00 PM (TR),Wed May 3,3:30 - 5:30 pm,2LCC,C003,
ECON 333 - 32919 - 1:00 PM (MWF),Mon May 1,1:00 - 3:00 pm,2LCF,F006,
ECON 339 - 38944 - 3:00 PM (MWF),Mon May 1,8:00 - 10:00 am,2SH,320,
ECON 344 - 37258 - 11:00 AM (MWF),Thu May 4,10:30 - 12:30 pm,2BH,208,
ECON 370 - 38035 - 3:00 PM (MWF),Mon May 1,8:00 - 10:00 am,2LH,120,
ECON 450 - 23868 - 3:00 PM (W),Mon May 1,8:00 - 10:00 am,2LCF,F006,
ECON 450 - 23867 - 3:00 PM (W),Mon May 1,8:00 - 10:00 am,2LCF,F006,
ECON 510 - 38957 - 3:30 PM (MW),Mon May 1,8:00 - 10:00 am,2SH,116,
ECON 512 - 32921 - 3:30 PM (TR),Fri May 5,1:00 - 3:00 pm,2LH,104,
ECON 515 - 36669 - 6:00 PM (R),Thu May 4,6:00 - 8:00 pm,2LH,115,
ECON 516 - 39003 - 3:30 PM (T),Fri May 5,1:00 - 3:00 pm,2SH,320,
ECON 520 - 19503 - 6:00 PM (T),Tue May 2,6:00 - 8:00 pm,2LCC,C001,
ECON 535 - 27864 - 2:00 PM (TR),Wed May 3,3:30 - 5:30 pm,2LH,300,
ECON 551 - 35167 - 3:00 PM (M),Mon May 1,8:00 - 10:00 am,,,
ECON 594 - 37097 - 12:00 PM (MWF),Tue May 2,8:00 - 10:00 am,2LH,315,
ED 100 - 38691 - 12:30 PM (TR),Fri May 5,8:00 - 10:00 am,2ETMSW,2417,
ED 100 - 37980 - 12:30 PM (TR),Fri May 5,8:00 - 10:00 am,2ETMSW,2235,
ED 135 - 39872 - 11:00 AM (TR),Mon May 1,10:30 - 12:30 pm,2ETMSW,3427,
ED 135 - 30398 - 9:30 AM (TR),Wed May 3,10:30 - 12:30 pm,2LCA,A006,
ED 152 - 32255 - 1:00 PM (W),Mon May 1,1:00 - 3:00 pm,2ETMSW,2217,
ED 152 - 32256 - 12:00 PM (W),Tue May 2,8:00 - 10:00 am,2ETMSW,2217,
ED 200 - 13984 - 9:30 AM (TR),Wed May 3,10:30 - 12:30 pm,2ETMSW,2219,
ED 200 - 13983 - 11:00 AM (TR),Mon May 1,10:30 - 12:30 pm,2ETMSW,2435,
ED 205 - 38692 - 9:30 AM (TR),Wed May 3,10:30 - 12:30 pm,2ETMSW,2217,
ED 210 - 24354 - 12:30 PM (TR),Fri May 5,8:00 - 10:00 am,2LCF,F006,
ED 222 - 39873 - 9:30 AM (TR),Wed May 3,10:30 - 12:30 pm,2ETMSW,3427,
ED 307 - 37078 - 1:00 PM (F),Mon May 1,1:00 - 3:00 pm,2ETMSW,2419,
ED 330 - 23745 - 5:00 PM (T),Thu May 4,3:30 - 5:30 pm,,,
ED 351 - 20087 - 9:00 AM (M),Tue May 2,10:30 - 12:30 pm,,,
ED 351 - 38655 - 1:00 PM (M),Mon May 1,1:00 - 3:00 pm,2ETMSW,3427,
ED 402 - 14003 - 5:00 PM (W),Fri May 5,3:30 - 5:30 pm,2LCA,A004,
ED 417 - 37982 - 1:00 PM (W),Mon May 1,1:00 - 3:00 pm,2ETMSW,2233,
ED 417 - 37983 - 1:00 PM (W),Mon May 1,1:00 - 3:00 pm,2ETMSW,2219,
ED 421 - 14006 - 5:00 PM (T),Thu May 4,3:30 - 5:30 pm,2ETMSW,2219,
ED 430 - 28413 - 5:00 PM (R),Thu May 4,3:30 - 5:30 pm,2ETMSW,2217,
ED 432 - 14012 - 5:00 PM (T),Thu May 4,3:30 - 5:30 pm,,,
ED 461 - 14023 - 5:00 PM (M),Fri May 5,3:30 - 5:30 pm,,,
ED 471 - 37080 - 4:00 PM (W),Tue May 2,3:30 - 5:30 pm,,,
ED 473 - 14025 - 5:00 PM (T),Thu May 4,3:30 - 5:30 pm,2ETMSW,2233,
ED 502 - 36212 - 5:00 PM (T),Thu May 4,3:30 - 5:30 pm,,,
ED 503 - 14026 - 5:00 PM (M),Fri May 5,3:30 - 5:30 pm,2ETMSW,2027 ,
ED 504 - 35493 - 5:00 PM (W),Fri May 5,3:30 - 5:30 pm,2ETMSW,2217,
ED 506 - 35468 - 5:00 PM (R),Thu May 4,3:30 - 5:30 pm,,,
EDPS 104 - 33410 - 9:30 AM (TR),Wed May 3,10:30 - 12:30 pm,2SH,220,
EDPS 480 - 39859 - 5:00 PM (M),Fri May 5,3:30 - 5:30 pm,2LCF,F003,
EDPS 548 - 36215 - 5:00 PM (W),Fri May 5,3:30 - 5:30 pm,2BSB,281,
EDPS 550 - 28227 - 5:00 PM (R),Thu May 4,3:30 - 5:30 pm,,,
EDPS 553 - 39871 - 5:00 PM (R),Thu May 4,3:30 - 5:30 pm,,,
EDPS 556 - 30415 - 5:00 PM (R),Thu May 4,3:30 - 5:30 pm,2TH,215,
EDPS 565 - 39861 - 5:00 PM (T),Thu May 4,3:30 - 5:30 pm,2ETMSW,3312,
EDPS 571 - 37085 - 5:00 PM (R),Thu May 4,3:30 - 5:30 pm,2LH,205,
EDPS 586 - 36334 - 5:00 PM (W),Fri May 5,3:30 - 5:30 pm,,,
EDPS 586 - 36333 - 5:00 PM (W),Fri May 5,3:30 - 5:30 pm,,,
EDPS 589 - 39862 - 5:00 PM (T),Thu May 4,3:30 - 5:30 pm,,,
EDPS 592 - 40237 - 12:00 PM (R),Fri May 5,8:00 - 10:00 am,,,
ENER 420 - 28397 - 6:00 PM (T),Tue May 2,6:00 - 8:00 pm,2ERF,1023,
ENER 422 - 29391 - 6:00 PM (W),Wed May 3,6:00 - 8:00 pm,2ERF,1023,
ENER 450 - 34385 - 6:00 PM (W),Wed May 3,6:00 - 8:00 pm,2ERF,1033,
ENER 451 - 29388 - 6:00 PM (M),Mon May 1,6:00 - 8:00 pm,2ERF,1033,
ENER 552 - 28398 - 6:00 PM (R),Thu May 4,6:00 - 8:00 pm,2ERF,1023,
ENER 594 - 39686 - 6:00 PM (T),Tue May 2,6:00 - 8:00 pm,2TH,204,
ENGL 101 - 29113 - 11:00 AM (T),Mon May 1,10:30 - 12:30 pm,2SH,203,
ENGL 102 - 27619 - 2:00 PM (R),Wed May 3,3:30 - 5:30 pm,2BSB,337,
ENGL 102 - 35291 - 3:00 PM (M),Mon May 1,8:00 - 10:00 am,2BH,B10,
ENGL 102 - 27619 - 2:00 PM (R),Wed May 3,3:30 - 5:30 pm,2BSB,337,
ENGL 102 - 35291 - 3:00 PM (M),Mon May 1,8:00 - 10:00 am,2BH,B10,
ENGL 103 - 37897 - 12:00 PM (MW),Tue May 2,8:00 - 10:00 am,2LH,300,
ENGL 104 - 29789 - 11:00 AM (TR),Mon May 1,10:30 - 12:30 pm,2SH,211,
ENGL 105 - 20924 - 10:00 AM (MW),Fri May 5,10:30 - 12:30 pm,2SH,203,
ENGL 107 - 25569 - 9:00 AM (MW),Tue May 2,10:30 - 12:30 pm,2BH,B10,
ENGL 109 - 24546 - 9:30 AM (R),Wed May 3,10:30 - 12:30 pm,2SH,116,
ENGL 111 - 14584 - 10:00 AM (MWF),Fri May 5,10:30 - 12:30 pm,2LH,103,
ENGL 113 - 14340 - 2:00 PM (TR),Wed May 3,3:30 - 5:30 pm,2LH,307,
ENGL 115 - 30509 - 9:00 AM (MW),Tue May 2,10:30 - 12:30 pm,2SH,104,
ENGL 117 - 22168 - 9:00 AM (MWF),Tue May 2,10:30 - 12:30 pm,2LH,103,
ENGL 119 - 14588 - 1:00 PM (MWF),Mon May 1,1:00 - 3:00 pm,2LCA,A002,
ENGL 120 - 30507 - 3:00 PM (M),Mon May 1,8:00 - 10:00 am,2BSB,219,
ENGL 121 - 33182 - 3:30 PM (T),Fri May 5,1:00 - 3:00 pm,2LH,202,
ENGL 123 - 35444 - 11:00 AM (MW),Thu May 4,10:30 - 12:30 pm,2SH,101,
ENGL 159 - 40094 - 8:00 AM (M),Wed May 3,8:00 - 10:00 am,,,
ENGL 160 - 26189 - 12:00 PM (MWF),Tue May 2,8:00 - 10:00 am,2LH,301,
ENGL 160 - 14374 - 2:00 PM (MWF),Wed May 3,1:00 - 3:00 pm,2SH,216,
ENGL 160 - 14364 - 11:00 AM (MWF),Thu May 4,10:30 - 12:30 pm,2LH,300,
ENGL 160 - 19837 - 1:00 PM (MWF),Mon May 1,1:00 - 3:00 pm,2SH,216,
ENGL 160 - 26190 - 10:00 AM (MWF),Fri May 5,10:30 - 12:30 pm,2SH,211,
ENGL 161 - 14407 - 8:00 AM (MWF),Wed May 3,8:00 - 10:00 am,2LH,107,
ENGL 161 - 14464 - 9:30 AM (TR),Wed May 3,10:30 - 12:30 pm,2LH,115,
ENGL 161 - 32287 - 11:00 AM (MWF),Thu May 4,10:30 - 12:30 pm,2TH,317,
ENGL 161 - 14456 - 3:30 PM (TR),Fri May 5,1:00 - 3:00 pm,2LH,215,
ENGL 161 - 14471 - 12:30 PM (TR),Fri May 5,8:00 - 10:00 am,2LH,305,
ENGL 161 - 14391 - 1:00 PM (MWF),Mon May 1,1:00 - 3:00 pm,2SH,211,
ENGL 161 - 40110 - 12:00 PM (MWF),Tue May 2,8:00 - 10:00 am,2SH,103,
